round,item_name,n_reached,usage_matches,usage_rate,wins_with,wins_without,winrate_with,winrate_without,delta_winrate,wilson_with_lo,wilson_with_hi,wilson_without_lo,wilson_without_hi
8,Flawless Sapphire,887,4,0.004509582863585118,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Hyper Hedgehog,887,2,0.002254791431792559,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Ice Flower,887,2,0.002254791431792559,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Paradise Birb,887,3,0.0033821871476888386,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Perfect Ruby,887,2,0.002254791431792559,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Pop,887,2,0.002254791431792559,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Prismatic Wand,887,2,0.002254791431792559,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Rat,887,2,0.002254791431792559,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Staff of Unhealing,887,3,0.0033821871476888386,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Strong Divine Potion,887,2,0.002254791431792559,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Sun Armor,887,2,0.002254791431792559,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,White Bishop,887,3,0.0033821871476888386,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,White Pawn,887,3,0.0033821871476888386,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Winged Boots,887,4,0.004509582863585118,2,651,0.002254791431792559,0.733934611048478,-0.7316798196166855,0.0006185501238100549,0.008183912626021117,0.7038895288568159,0.7619620883105909
8,Amethyst Egg,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Armored Courage Puppy,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Armored Wisdom Puppy,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Badger Rune,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Blue Sage Collar,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Bow and Arrow,887,3,0.0033821871476888386,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Bunch of Coins,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Burning Sword,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Chain Whip,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Cold Mirror,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Cupcake Staff,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Daggerang,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Devouring Sphere,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Double Axe,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Dragonskin Boots,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Encyclopspedia of Darkness,887,2,0.002254791431792559,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Flame Whip,887,4,0.004509582863585118,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Flawless Ruby,887,2,0.002254791431792559,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Frieren's Guide to Ice,887,2,0.002254791431792559,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Happy Bomb,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Heart Shield,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Impractically Large Bloodthorne,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Impractically Large Greatsword,887,2,0.002254791431792559,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,King Crown,887,2,0.002254791431792559,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Lil Chestnut,887,2,0.002254791431792559,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Mage Hat,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Obsidian Dragon,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Perfect Emerald,887,2,0.002254791431792559,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Perfect Sapphire,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Perfect Topaz,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Repeater,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Scripture of Light,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Spell Scroll: Frostbolt,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Spiked Collar,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Squirrel,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Squirrel Archer,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Staff of Fire,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Stone Golem,887,3,0.0033821871476888386,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Sun Shield,887,3,0.0033821871476888386,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Tusk Poker,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,White King,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,White Knight,887,1,0.0011273957158962795,1,652,0.0011273957158962795,0.7350620067643743,-0.733934611048478,0.0001990356357980715,0.0063583590794913806,0.7050511832092488,0.7630455019926996
8,Black Bishop,887,1,0.0011273957158962795,0,653,0.0,0.7361894024802705,-0.7361894024802705,0.0,0.004312326680747733,0.7062130788712473,0.7641286743652429
8,Carrot Goobert,887,1,0.0011273957158962795,0,653,0.0,0.7361894024802705,-0.7361894024802705,0.0,0.004312326680747733,0.7062130788712473,0.7641286743652429
8,Phoenix,887,1,0.0011273957158962795,0,653,0.0,0.7361894024802705,-0.7361894024802705,0.0,0.004312326680747733,0.7062130788712473,0.7641286743652429
9,Leather Bag,887,886,0.9988726042841037,711,1,0.8015783540022547,0.0011273957158962795,0.8004509582863585,0.7740563124634763,0.8264993867764334,0.0001990356357980715,0.0063583590794913806
9,Fanny Pack,887,844,0.95152198421646,677,35,0.7632468996617813,0.03945885005636979,0.7237880496054114,0.7341737128139035,0.7900496732515877,0.02850694966954754,0.05438275822016036
9,Stamina Sack,887,626,0.705749718151071,500,212,0.5636978579481398,0.23900789177001128,0.3246899661781285,0.5308553931979362,0.595990950753671,0.21210470858237912,0.268162041421213
9,Piggybank,887,581,0.6550169109357384,472,240,0.532130777903044,0.2705749718151071,0.2615558060879369,0.4992256377496065,0.5647588012348326,0.24237396019937352,0.3007546947713867
9,Storage Coffin,887,506,0.5704622322435174,407,305,0.4588500563697858,0.3438556933483653,0.11499436302142052,0.4263042594537558,0.4917507572854715,0.3133297431780416,0.3757283340379303
9,Potion Belt,887,483,0.5445321307779031,380,332,0.42841037204058624,0.3742953776775648,0.05411499436302142,0.39622176724481734,0.46121641256178353,0.3430532843711434,0.4066216297774549
9,Banana,887,467,0.5264937993235626,374,338,0.42164599774520856,0.3810597519729425,0.04058624577226605,0.3895536382344356,0.45441413336491493,0.3496769060060588,0.41346841634978987
9,Relic Case,887,457,0.5152198421645998,364,348,0.41037204058624577,0.3923337091319053,0.018038331454340473,0.37845391131189526,0.4430631799420381,0.3607307498877778,0.424865252813488
9,Shelly,887,425,0.4791431792559188,332,380,0.3742953776775648,0.42841037204058624,-0.05411499436302142,0.3430532843711434,0.4066216297774549,0.39622176724481734,0.46121641256178353
9,Blueberries,887,353,0.3979706877113867,284,428,0.3201803833145434,0.48252536640360766,-0.16234498308906425,0.2903087446471775,0.3516029038434184,0.4497865409730362,0.5154149044915671
9,Mr. Struggles,887,349,0.39346110484780156,265,447,0.2987598647125141,0.503945885005637,-0.20518602029312288,0.26955782718191257,0.32969752865239066,0.4710957331035165,0.5367620050173795
9,Corrupted Crystal,887,319,0.3596392333709132,255,457,0.2874859075535513,0.5152198421645998,-0.22773393461104852,0.25866738887659,0.318137286612296,0.48233520475387265,0.5479732137124405
9,Protective Purse,887,285,0.32130777903043967,242,470,0.27282976324689967,0.5298759864712514,-0.2570462232243518,0.2445434075102227,0.303075383529621,0.49697141049694427,0.5625228924184114
9,Garlic,887,306,0.34498308906426156,239,473,0.26944757609921083,0.5332581736189402,-0.2638105975197294,0.241289590908444,0.29959399602777453,0.5003530022038261,0.5658765048151546
9,Customer Card,887,299,0.3370913190529876,236,476,0.266065388951522,0.5366403607666291,-0.27057497181510715,0.23803791168940924,0.2961104711431841,0.5037360997737219,0.569228611348884
9,Fly Agaric,887,299,0.3370913190529876,235,477,0.2649379932356257,0.5377677564825254,-0.27282976324689967,0.23695449800730034,0.2949488167907513,0.5048641339634719,0.5703456451936757
9,Box of Riches,887,283,0.31905298759864714,226,486,0.2547914317925592,0.5479143179255919,-0.29312288613303267,0.22721475449686226,0.2844829479903139,0.5150239964094381,0.5803913950585851
9,Healing Herbs,887,261,0.294250281848929,215,497,0.24239007891770012,0.560315670800451,-0.3179255918827508,0.21533828215888257,0.27166367194833474,0.5274601536233299,0.5926509862246521
9,Deck of Cards,887,233,0.26268320180383314,194,518,0.21871476888387825,0.5839909808342728,-0.36527621195039456,0.19275505982928892,0.24710046555255227,0.5512591748784883,0.6159983936948699
9,Toad,887,235,0.2649379932356257,188,524,0.21195039458850057,0.5907553551296505,-0.3788049605411499,0.18632585443740754,0.24005926273718334,0.5580728717992618,0.6226551049813465
9,Health Potion,887,219,0.24689966178128522,176,536,0.1984216459977452,0.6042841037204059,-0.40586245772266066,0.17350061322356652,0.22594368753652377,0.571719188324214,0.6359496048708949
9,Mrs. Struggles,887,222,0.2502818489289741,173,539,0.19503945885005636,0.6076662908680946,-0.4126268320180383,0.17030151143044767,0.22240758522601747,0.575134747186512,0.6392692501122221
9,Shiny Shell,887,229,0.25817361894024804,171,541,0.1927846674182638,0.6099210822998873,-0.41713641488162345,0.16817043691871353,0.22004852366866817,0.5774126781076346,0.641481455260183
9,Star of Courage,887,211,0.237880496054115,171,541,0.1927846674182638,0.6099210822998873,-0.41713641488162345,0.16817043691871353,0.22004852366866817,0.5774126781076346,0.641481455260183
9,Nocturnal Lock Lifter,887,188,0.21195039458850057,161,551,0.18151071025930102,0.62119503945885,-0.43968432919954903,0.15753566327095483,0.20823261697100967,0.5888131172196249,0.6525316964936099
9,Sir Sand,887,200,0.2254791431792559,156,556,0.17587373167981962,0.6268320180383314,-0.4509582863585118,0.15223166920348258,0.20231127086577333,0.5945201407416166,0.6580500131443267
9,Cap of Resilience,887,185,0.20856820744081173,148,564,0.1668545659526494,0.6358511837655016,-0.4689966178128523,0.14376492200627577,0.19281747378664638,0.6036609421557948,0.6668697560064822
9,Cursed Dagger,887,179,0.20180383314543404,148,564,0.1668545659526494,0.6358511837655016,-0.4689966178128523,0.14376492200627577,0.19281747378664638,0.6036609421557948,0.6668697560064822
9,Pocket Sand,887,183,0.20631341600901917,148,564,0.1668545659526494,0.6358511837655016,-0.4689966178128523,0.14376492200627577,0.19281747378664638,0.6036609421557948,0.6668697560064822
9,Snow Stick,887,181,0.2040586245772266,143,569,0.161217587373168,0.6414881623449831,-0.4802705749718151,0.13848606842258274,0.18687098719763082,0.609379988944421,0.6723760493905647
9,Chipped Amethyst,887,180,0.20293122886133033,141,571,0.1589627959413754,0.6437429537767756,-0.4847801578354002,0.13637741188365307,0.18448950766747704,0.6116689228933673,0.6745772515107019
9,Oil Lamp,887,166,0.1871476888387824,134,578,0.15107102593010147,0.6516347237880497,-0.5005636978579482,0.12901062365042248,0.1761408196589156,0.6196861685865823,0.6822754820592788
9,Chipped Topaz,887,156,0.17587373167981962,126,586,0.14205186020293123,0.6606538895152199,-0.5186020293122886,0.12061851728540224,0.16657238174760208,0.6288602631813359,0.691061931740859
9,Gloves of Haste,887,142,0.1600901916572717,126,586,0.14205186020293123,0.6606538895152199,-0.5186020293122886,0.12061851728540224,0.16657238174760208,0.6288602631813359,0.691061931740859
9,Snake,887,147,0.1657271702367531,124,588,0.13979706877113868,0.6629086809470124,-0.5231116121758737,0.11852524930246393,0.16417551366145697,0.6311557334113952,0.6932565975798831
9,Mana Orb,887,148,0.1668545659526494,122,590,0.1375422773393461,0.6651634723788049,-0.5276211950394588,0.11643396051263105,0.1617766663822064,0.6334519897819442,0.6954504772784176
9,Burning Coal,887,149,0.16798196166854565,121,591,0.13641488162344984,0.6662908680947013,-0.5298759864712514,0.11538907092382804,0.16057648793646767,0.6346004139855835,0.69654712110932
9,Spiked Shield,887,147,0.1657271702367531,119,593,0.13416009019165728,0.6685456595264938,-0.5343855693348365,0.11330082747903471,0.1581745953121776,0.6368978569081583,0.6987398142558288
9,Strong Health Potion,887,159,0.17925591882750846,118,594,0.133032694475761,0.6696730552423901,-0.536640360766629,0.11225748439520278,0.1569728703614678,0.6380468766349648,0.6998358625635638
9,Jynx torquilla,887,152,0.1713641488162345,116,596,0.13077790304396844,0.6719278466741826,-0.5411499436302142,0.11017238328277323,0.1545678354048139,0.6403455151810751,0.702027360086537
9,Chipped Emerald,887,142,0.1600901916572717,115,597,0.12965050732807215,0.673055242390079,-0.5434047350620068,0.10913063671852637,0.15336451393451903,0.6414951350419137,0.7031228082602402
9,Snowball,887,137,0.1544532130777903,113,599,0.1273957158962796,0.6753100338218715,-0.5479143179255919,0.10704878116002557,0.1509562334239364,0.6437949785860766,0.7053131007851607
9,Blood Amulet,887,141,0.1589627959413754,112,600,0.1262683201803833,0.6764374295377678,-0.5501691093573844,0.10600868438598325,0.14975126216343698,0.6449452033456524,0.7064079440601265
9,Cauldron,887,141,0.1589627959413754,107,605,0.12063134160090191,0.6820744081172492,-0.5614430665163472,0.10081676734708342,0.14371783902962823,0.6506993790802826,0.711879108498205
9,Chipped Ruby,887,132,0.1488162344983089,105,607,0.11837655016910936,0.6843291995490417,-0.5659526493799323,0.09874412508600275,0.14130034522162546,0.6530024841917086,0.7140661394558625
9,Stone,887,136,0.15332581736189402,99,613,0.11161217587373168,0.6910935738444194,-0.5794813979706877,0.09254110488773033,0.13403295721264755,0.6599167801492056,0.7206222517056158
9,Lump of Coal,887,122,0.1375422773393461,97,615,0.10935738444193913,0.6933483652762119,-0.5839909808342728,0.09047861467420419,0.13160531135709025,0.6622232220355384,0.7228059458883664
9,Holy Armor,887,125,0.14092446448703494,95,617,0.10710259301014656,0.6956031567080045,-0.588500563697858,0.08841883132657344,0.12917495863563758,0.6645305106571215,0.7249887933358667
9,Goobert,887,115,0.12965050732807215,91,621,0.10259301014656144,0.7001127395715896,-0.5975197294250282,0.08430768726428559,0.12430583055975855,0.669147649179725,0.7293519269514301
9,Bag of Stones,887,121,0.13641488162344984,87,625,0.09808342728297632,0.7046223224351748,-0.6065388951521984,0.0802083180276928,0.11942492765818447,0.6737682390404975,0.7337116092288245
9,Piggy Pinata,887,104,0.11724915445321307,83,629,0.0935738444193912,0.7091319052987599,-0.6155580608793687,0.07612144235378034,0.11453153119393007,0.6783923255082718,0.7380677948992171
9,Hungry Blade,887,110,0.12401352874859076,82,630,0.09244644870349493,0.7102593010146562,-0.6178128523111612,0.0751017677394464,0.11330613777372228,0.6795488989679028,0.7391562894741277
9,Amulet of the Wild,887,101,0.11386696730552424,81,631,0.09131905298759865,0.7113866967305524,-0.6200676437429538,0.07408293725166001,0.11207990022696696,0.6807056946716359,0.7402445618049365
9,Chipped Sapphire,887,98,0.1104847801578354,81,631,0.09131905298759865,0.7113866967305524,-0.6200676437429538,0.07408293725166001,0.11207990022696696,0.6807056946716359,0.7402445618049365
9,Miss Fortune,887,106,0.11950394588500564,81,631,0.09131905298759865,0.7113866967305524,-0.6200676437429538,0.07408293725166001,0.11207990022696696,0.6807056946716359,0.7402445618049365
9,Corrupted Armor,887,97,0.10935738444193913,78,634,0.08793686583990981,0.7147688838782412,-0.6268320180383314,0.07103165168997252,0.10839598168502929,0.6841774229727868,0.7435080376074106
9,Ruby Whelp,887,83,0.0935738444193912,78,634,0.08793686583990981,0.7147688838782412,-0.6268320180383314,0.07103165168997252,0.10839598168502929,0.6841774229727868,0.7435080376074106
9,Bloodthorne,887,88,0.0992108229988726,76,636,0.08568207440811725,0.7170236753100339,-0.6313416009019166,0.06900194849124294,0.10593554881467543,0.6864930340425824,0.7456825626066984
9,Death Scythe,887,94,0.10597519729425028,75,637,0.08455467869222097,0.7181510710259301,-0.6335963923337091,0.06798849022454628,0.10470393904683037,0.6876511796479603,0.7467694850358624
9,Amulet of Life,887,92,0.10372040586245772,74,638,0.0834272829763247,0.7192784667418264,-0.6358511837655016,0.0669759830087479,0.10347137822808704,0.6888095530591157,0.7478561796592486
9,False Life,887,94,0.10597519729425028,73,639,0.08229988726042842,0.7204058624577226,-0.6381059751972942,0.06596444415256839,0.10223784904972483,0.6899681551066883,0.7489426456462178
9,Amulet of Darkness,887,84,0.09470124013528748,71,641,0.08004509582863585,0.7226606538895152,-0.6426155580608793,0.06394434368456803,0.09976781344864175,0.6922860484806697,0.7511148883413199
9,Cap of Discomfort,887,83,0.0935738444193912,71,641,0.08004509582863585,0.7226606538895152,-0.6426155580608793,0.06394434368456803,0.09976781344864175,0.6922860484806697,0.7511148883413199
9,Smelly Wall,887,93,0.10484780157835401,71,641,0.08004509582863585,0.7226606538895152,-0.6426155580608793,0.06394434368456803,0.09976781344864175,0.6922860484806697,0.7511148883413199
9,Stone Skin Potion,887,106,0.11950394588500564,71,641,0.08004509582863585,0.7226606538895152,-0.6426155580608793,0.06394434368456803,0.09976781344864175,0.6922860484806697,0.7511148883413199
9,Leather Armor,887,99,0.11161217587373168,70,642,0.07891770011273957,0.7237880496054115,-0.644870349492672,0.0629358197057995,0.09853126939286855,0.6934453415157565,0.7522006633407746
9,Platinum Customer Card,887,77,0.08680947012401354,70,642,0.07891770011273957,0.7237880496054115,-0.644870349492672,0.0629358197057995,0.09853126939286855,0.6934453415157565,0.7522006633407746
9,Fancy Fencing Rapier,887,82,0.09244644870349493,68,644,0.07666290868094701,0.7260428410372041,-0.649379932356257,0.060921923315111565,0.09605502971447305,0.6957646246268048,0.7543715162988098
9,The Lovers,887,76,0.08568207440811725,68,644,0.07666290868094701,0.7260428410372041,-0.649379932356257,0.060921923315111565,0.09605502971447305,0.6957646246268048,0.7543715162988098
9,Shovel,887,83,0.0935738444193912,66,646,0.07440811724915446,0.7282976324689966,-0.6538895152198422,0.05891236945624653,0.09357444750425464,0.6980848430345616,0.7565414339601364
9,Dagger,887,74,0.0834272829763247,65,647,0.07328072153325817,0.7294250281848929,-0.6561443066516347,0.05790927655481169,0.09233247237114776,0.6992453052286133,0.7576260398006266
9,Leather Boots,887,79,0.08906426155580609,65,647,0.07328072153325817,0.7294250281848929,-0.6561443066516347,0.05790927655481169,0.09233247237114776,0.6992453052286133,0.7576260398006266
9,Amulet of Energy,887,74,0.0834272829763247,63,649,0.07102593010146561,0.7316798196166855,-0.6606538895152199,0.05590657734100664,0.08984503551586938,0.7015669401956632,0.7597945409026601
9,Amulet of Steel,887,82,0.09244644870349493,61,651,0.06877113866967305,0.733934611048478,-0.6651634723788049,0.0539086957640532,0.08735278102373938,0.7038895288568159,0.7619620883105909
9,Pestilence Flask,887,84,0.09470124013528748,61,651,0.06877113866967305,0.733934611048478,-0.6651634723788049,0.0539086957640532,0.08735278102373938,0.7038895288568159,0.7619620883105909
9,Flawed Topaz,887,73,0.08229988726042842,59,653,0.0665163472378805,0.7361894024802705,-0.6696730552423901,0.05191584873827615,0.08485549198043299,0.7062130788712473,0.7641286743652429
9,Pineapple,887,71,0.08004509582863585,58,654,0.06538895152198422,0.7373167981961668,-0.6719278466741826,0.05092138584766598,0.08360488683650144,0.7073752168281779,0.7652116044428539
9,Flawed Amethyst,887,66,0.07440811724915446,57,655,0.06426155580608793,0.7384441939120632,-0.6741826381059752,0.049928271234889826,0.08235293341473587,0.7085375980768953,0.7662942912286783
9,Holo Fire Lizard,887,72,0.08117249154453213,57,655,0.06426155580608793,0.7384441939120632,-0.6741826381059752,0.049928271234889826,0.08235293341473587,0.7085375980768953,0.7662942912286783
9,Flute,887,69,0.0777903043968433,56,656,0.06313416009019165,0.7395715896279594,-0.6764374295377678,0.04893653745153858,0.0810995991635454,0.7097002236259037,0.7673767337142116
9,Ruby Egg,887,65,0.07328072153325817,56,656,0.06313416009019165,0.7395715896279594,-0.6764374295377678,0.04893653745153858,0.0810995991635454,0.7097002236259037,0.7673767337142116
9,Flame,887,71,0.08004509582863585,55,657,0.06200676437429538,0.7406989853438557,-0.6786922209695603,0.0479462184700951,0.07984485011044716,0.7108630944955241,0.768458930879133
9,Flame Badge,887,69,0.0777903043968433,54,658,0.060879368658399095,0.741826381059752,-0.6809470124013529,0.04695734977273101,0.07858865077326954,0.7120262117180628,0.7695408816911359
9,Hammer,887,59,0.0665163472378805,53,659,0.05975197294250282,0.7429537767756482,-0.6832018038331454,0.045969968447386725,0.07733096406407211,0.7131895763379847,0.7706225851057558
9,It’s Slime Time!,887,60,0.06764374295377677,53,659,0.05975197294250282,0.7429537767756482,-0.6832018038331454,0.045969968447386725,0.07733096406407211,0.7131895763379847,0.7706225851057558
9,Stone Armor,887,69,0.0777903043968433,53,659,0.05975197294250282,0.7429537767756482,-0.6832018038331454,0.045969968447386725,0.07733096406407211,0.7131895763379847,0.7706225851057558
9,Demonic Flask,887,69,0.0777903043968433,52,660,0.058624577226606536,0.7440811724915445,-0.685456595264938,0.044984113291879346,0.07607175118503777,0.7143531894120884,0.7717040400661938
9,Leaf Badge,887,60,0.06764374295377677,52,660,0.058624577226606536,0.7440811724915445,-0.685456595264938,0.044984113291879346,0.07607175118503777,0.7143531894120884,0.7717040400661938
9,Poison Frog,887,67,0.07553551296505073,52,660,0.058624577226606536,0.7440811724915445,-0.685456595264938,0.044984113291879346,0.07607175118503777,0.7143531894120884,0.7717040400661938
9,Strong Heroic Potion,887,57,0.06426155580608793,51,661,0.05749718151071026,0.7452085682074409,-0.6877113866967306,0.04399982492687462,0.07481097151550078,0.7155170520096862,0.7727852455031378
9,Prismatic Orb,887,59,0.0665163472378805,49,663,0.0552423900789177,0.7474633596392334,-0.6922209695603156,0.04203612091281103,0.07228453946048093,0.7178455301162818,0.7749469034656256
9,Goobling,887,55,0.06200676437429538,48,664,0.05411499436302142,0.7485907553551296,-0.6944757609921082,0.04105679677986042,0.07101879555888982,0.7190101478281374,0.7760273537883116
9,Poison Dagger,887,51,0.05749718151071026,48,664,0.05411499436302142,0.7485907553551296,-0.6944757609921082,0.04105679677986042,0.07101879555888982,0.7190101478281374,0.7760273537883116
