round,item_name,matches_reached,usage_matches,usage_rate,wins,winrate_pct
3,Piggybank,477,348,0.7295597484276729,296,85.0574712643678
3,Relic Case,477,254,0.5324947589098532,219,86.22047244094489
3,Garlic,477,248,0.519916142557652,220,88.70967741935483
3,Fanny Pack,477,243,0.5094339622641509,211,86.83127572016461
3,Banana,477,240,0.5031446540880503,213,88.75
3,Storage Coffin,477,223,0.46750524109014674,195,87.4439461883408
3,Healing Herbs,477,202,0.42348008385744235,175,86.63366336633663
3,Broom,477,181,0.37945492662473795,157,86.74033149171271
3,Shiny Shell,477,158,0.3312368972746331,136,86.07594936708861
3,Shell Totem,477,145,0.3039832285115304,135,93.10344827586206
3,Stone,477,123,0.2578616352201258,108,87.8048780487805
3,Pocket Sand,477,119,0.24947589098532494,106,89.07563025210085
3,Health Potion,477,112,0.2348008385744235,88,78.57142857142857
3,Lump of Coal,477,108,0.22641509433962265,95,87.96296296296296
3,Fly Agaric,477,100,0.20964360587002095,93,93.0
3,Spear,477,90,0.18867924528301888,73,81.11111111111111
3,Shovel,477,89,0.18658280922431866,81,91.01123595505618
3,Deck of Cards,477,89,0.18658280922431866,80,89.8876404494382
3,Smelly Wall,477,81,0.16981132075471697,75,92.5925925925926
3,Star of Courage,477,70,0.14675052410901468,58,82.85714285714286
3,The Lovers,477,68,0.14255765199161424,63,92.64705882352942
3,Spiked Shield,477,67,0.14046121593291405,59,88.05970149253731
3,Wooden Buckler,477,67,0.14046121593291405,57,85.07462686567165
3,Chipped Amethyst,477,53,0.1111111111111111,50,94.33962264150944
3,Stamina Sack,477,52,0.1090146750524109,45,86.53846153846155
3,Chipped Emerald,477,52,0.1090146750524109,44,84.61538461538461
3,Piggy Pinata,477,52,0.1090146750524109,33,63.46153846153846
3,Bag of Stones,477,50,0.10482180293501048,42,84.0
3,Chipped Ruby,477,48,0.10062893081761007,43,89.58333333333334
3,Whetstone,477,47,0.09853249475890985,41,87.2340425531915
3,Leather Armor,477,46,0.09643605870020965,42,91.30434782608695
3,Walrus Tusk,477,44,0.09224318658280922,43,97.72727272727273
3,Box of Riches,477,44,0.09224318658280922,35,79.54545454545455
3,Hammer,477,44,0.09224318658280922,34,77.27272727272727
3,Pan,477,42,0.0880503144654088,38,90.47619047619048
3,Blueberries,477,42,0.0880503144654088,35,83.33333333333334
3,Customer Card,477,41,0.0859538784067086,39,95.1219512195122
3,Wooden Sword,477,40,0.08385744234800839,34,85.0
3,Hero Sword,477,38,0.07966457023060797,30,78.94736842105263
3,Dagger,477,38,0.07966457023060797,29,76.31578947368422
3,Goobling,477,35,0.07337526205450734,32,91.42857142857143
3,It’s Slime Time!,477,35,0.07337526205450734,32,91.42857142857143
3,Torch,477,35,0.07337526205450734,31,88.57142857142857
3,Stone Badge,477,35,0.07337526205450734,29,82.85714285714286
3,Blood Manipulation,477,32,0.06708595387840671,29,90.625
3,Strong Health Potion,477,30,0.06289308176100629,29,96.66666666666667
3,Hungry Blade,477,29,0.06079664570230608,27,93.10344827586206
3,Chipped Topaz,477,29,0.06079664570230608,24,82.75862068965517
3,False Life,477,28,0.05870020964360587,28,100.0
3,Goobert,477,26,0.05450733752620545,26,100.0
3,Shelly,477,25,0.05241090146750524,23,92.0
3,Amulet of Darkness,477,24,0.050314465408805034,23,95.83333333333334
3,Leaf Badge,477,24,0.050314465408805034,22,91.66666666666666
3,Amulet of Alchemy,477,23,0.04821802935010482,21,91.30434782608695
3,Amulet of the Wild,477,21,0.0440251572327044,20,95.23809523809523
3,Amulet of Life,477,20,0.041928721174004195,18,90.0
3,Gloves of Haste,477,20,0.041928721174004195,17,85.0
3,Flame Badge,477,20,0.041928721174004195,16,80.0
3,Pestilence Flask,477,20,0.041928721174004195,11,55.00000000000001
3,Claws of Attack,477,19,0.039832285115303984,19,100.0
3,Puzzle Badge,477,19,0.039832285115303984,16,84.21052631578947
3,Heavy Drinking,477,18,0.03773584905660377,15,83.33333333333334
3,Investment Opportunity,477,17,0.03563941299790356,13,76.47058823529412
3,Amulet of Steel,477,17,0.03563941299790356,12,70.58823529411765
3,Ace of Spades,477,16,0.033542976939203356,14,87.5
3,Chipped Sapphire,477,16,0.033542976939203356,14,87.5
3,Reverse!,477,15,0.031446540880503145,13,86.66666666666667
3,Power of the Moon,477,14,0.029350104821802937,14,100.0
3,Heart of the Cards,477,14,0.029350104821802937,13,92.85714285714286
